name	spike_lineage	genome_lineage	Ns	status_lineage	spike_lineage_group
DCGC-342531|EPI_ISL_9409967|Denmark|BA.2.9|2022-01-24	BA.2.9	BA.2.9	0.00171336424108	Correct	BA.2
DCGC-342823|EPI_ISL_9410581|Denmark|BA.2|2022-01-23	BA.2	BA.2	NA	Correct	BA.2
DCGC-344146|EPI_ISL_9449120|Denmark|BA.2|2022-01-25	BA.2	BA.2	0.00124119423012	Correct	BA.2
DCGC-344488|EPI_ISL_9450420|Denmark|BA.2.9|2022-01-24	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-344580|EPI_ISL_9450693|Denmark|BA.2|2022-01-25	BA.2	BA.2	NA	Correct	BA.2
DCGC-345252|EPI_ISL_9453098|Denmark|BA.2|2022-01-25	BA.2	BA.2	NA	Correct	BA.2
DCGC-347414|EPI_ISL_9500040|Denmark|BA.2|2022-01-27	BA.2	BA.2	0.000873861459349	Correct	BA.2
DCGC-349543|EPI_ISL_9566200|Denmark|BA.2|2022-01-26	BA.2	BA.2	0.00141114806975	Correct	BA.2
DCGC-349602|EPI_ISL_9566412|Denmark|BA.1|2022-01-27	BA.1	BA.1	0.000268961807423	Correct	BA.1
DCGC-351777|EPI_ISL_9651874|Denmark|BA.2.9|2022-02-01	BA.2.9	BA.2.9	0.000907136137616	Correct	BA.2
DCGC-351981|EPI_ISL_9652184|Denmark|BA.2|2022-01-31	BA.2	BA.2	0.000873567852703	Correct	BA.2
DCGC-352641|EPI_ISL_9652784|Denmark|BA.1.17.2|2022-01-31	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
DCGC-353392|EPI_ISL_9653523|Denmark|BA.2|2022-01-31	BA.2	BA.2	0.000873802722232	Correct	BA.2
DCGC-354174|EPI_ISL_9654389|Denmark|BA.1|2022-01-30	BA.1	BA.1	NA	Correct	BA.1
DCGC-354722|EPI_ISL_9655133|Denmark|BA.2.9|2022-01-30	BA.2.9	BA.2.9	0.000872278323884	Correct	BA.2
DCGC-355522|EPI_ISL_9690153|Denmark|BA.2.9|2022-01-31	BA.2.9	BA.2.9	0.00302531177519	Correct	BA.2
DCGC-355570|EPI_ISL_9690232|Denmark|BA.2|2022-01-31	BA.2	BA.2	0.00499490316004	Correct	BA.2
DCGC-357754|EPI_ISL_9740225|Denmark|BA.2|2022-02-02	BA.2	BA.2	0.000874125874126	Correct	BA.2
DCGC-358205|EPI_ISL_9741790|Denmark|BA.2|2022-02-03	BA.2	BA.2	0.00134354426978	Correct	BA.2
DCGC-359024|EPI_ISL_9744216|Denmark|BA.2.9|2022-02-02	BA.2.9	BA.2.9	0.000872424669485	Correct	BA.2
DCGC-360630|EPI_ISL_9784754|Denmark|BA.2.9|2022-02-03	BA.2.9	BA.2.9	0.0218136595859	Correct	BA.2
DCGC-362148|EPI_ISL_9854952|Denmark|BA.2|2022-02-06	BA.2	BA.2	0.0030247017308	Correct	BA.2
DCGC-362584|EPI_ISL_9855900|Denmark|BA.2.14|2022-02-05	BA.2.14	BA.2.14	NA	Correct	BA.2
DCGC-365300|EPI_ISL_9900700|Denmark|BA.2|2022-02-07	BA.2	BA.2	0.0724657165905	Correct	BA.2
DCGC-365603|EPI_ISL_9901528|Denmark|BA.2.9|2022-02-07	BA.2.9	BA.2.9	0.0497695852535	Correct	BA.2
DCGC-365879|EPI_ISL_9903080|Denmark|BA.2.9|2022-01-19	BA.2.9	BA.2.9	0.00489280010873	Correct	BA.2
DCGC-368362|EPI_ISL_9972937|Denmark|BA.2.9|2022-02-08	BA.2.9	BA.2.9	0.0248430341083	Correct	BA.2
DCGC-369198|EPI_ISL_10013280|Denmark|XG|2022-02-05	XG	XG	0.0080002689166	Correct	XG
DCGC-369547|EPI_ISL_10014423|Denmark|BA.2.9|2022-02-09	BA.2.9	BA.2.9	0.000873890830869	Correct	BA.2
DCGC-371155|EPI_ISL_10061571|Denmark|BA.2|2022-02-12	BA.2	BA.2	NA	Correct	BA.2
DCGC-371774|EPI_ISL_10062635|Denmark|BA.2|2022-02-10	BA.2	BA.2	0.000872395396437	Correct	BA.2
DCGC-372211|EPI_ISL_10063815|Denmark|BA.2.9|2022-02-12	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-372392|EPI_ISL_10064040|Denmark|BA.2|2022-02-12	BA.2	BA.2	0.00194925222652	Correct	BA.2
DCGC-372804|EPI_ISL_10064453|Denmark|BA.2.9|2022-02-10	BA.2.9	BA.2.9	0.0251168822305	Correct	BA.2
DCGC-375443|EPI_ISL_10094456|Denmark|BA.2|2022-02-13	BA.2	BA.2	0.00772979331205	Correct	BA.2
DCGC-375776|EPI_ISL_10094787|Denmark|BA.2.9|2022-02-11	BA.2.9	BA.2.9	0.0054428168257	Correct	BA.2
DCGC-376458|EPI_ISL_10095863|Denmark|BA.2.9|2022-02-13	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-377570|EPI_ISL_10202381|Denmark|BA.2|2022-02-12	BA.2	BA.2	0.00298928559433	Correct	BA.2
DCGC-378112|EPI_ISL_10203860|Denmark|BA.2.9|2022-02-15	BA.2.9	BA.2.9	0.00151209677419	Correct	BA.2
DCGC-378775|EPI_ISL_10204883|Denmark|BA.2|2022-02-14	BA.2	BA.2	0.000872278323884	Correct	BA.2
DCGC-379129|EPI_ISL_10205742|Denmark|BA.2|2022-02-14	BA.2	BA.2	0.000873567852703	Correct	BA.2
DCGC-380107|EPI_ISL_10207863|Denmark|BA.2.9|2022-02-15	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-382449|EPI_ISL_10216669|Denmark|BA.2.9|2022-02-16	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-382564|EPI_ISL_10216783|Denmark|BA.2|2022-02-11	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-383300|EPI_ISL_10217925|Denmark|BA.2|2022-02-15	BA.2	BA.2	NA	Correct	BA.2
DCGC-383328|EPI_ISL_10217953|Denmark|BA.2|2022-01-22	BA.2	BA.2	0.01631099633	Correct	BA.2
DCGC-384547|EPI_ISL_10258899|Denmark|BA.1.18|2022-02-17	BA.1.18	BA.1.18	NA	Correct	BA.1
DCGC-385981|EPI_ISL_10318907|Denmark|BA.2|2022-02-15	BA.2	BA.2	0.0345015868682	Correct	BA.2
DCGC-386081|EPI_ISL_10319003|Denmark|BA.2|2022-02-19	BA.2	BA.2	0.0242312216434	Correct	BA.2
DCGC-390148|EPI_ISL_10399968|Denmark|BA.2|2022-02-15	BA.2	BA.2	0.00405795157288	Correct	BA.2
DCGC-390940|EPI_ISL_10400755|Denmark|BA.2|2022-02-15	BA.2	BA.2	0.000873802722232	Correct	BA.2
DCGC-391199|EPI_ISL_10401013|Denmark|BA.2.9|2022-02-15	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-391564|EPI_ISL_10401376|Denmark|BA.2|2022-02-15	BA.2	BA.2	NA	Correct	BA.2
DCGC-392132|EPI_ISL_10506612|Denmark|BA.2|2022-02-22	BA.2	BA.2	NA	Correct	BA.2
DCGC-393765|EPI_ISL_10510934|Denmark|BA.2|2022-02-21	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-394436|EPI_ISL_10511678|Denmark|BA.1.1.14|2022-02-18	BA.1.1.2	BA.1.1.14	NA	Incorrect	BA.1
DCGC-395877|EPI_ISL_10584883|Denmark|BA.2|2022-01-20	BA.2	BA.2	NA	Correct	BA.2
DCGC-396517|EPI_ISL_10587284|Denmark|BA.2|2022-02-23	BA.2	BA.2	0.00648630482272	Correct	BA.2
DCGC-398033|EPI_ISL_10635245|Denmark|BA.2|2022-02-24	BA.2	BA.2	0.0100487313057	Correct	BA.2
DCGC-399020|EPI_ISL_10637453|Denmark|BA.2|2022-02-25	BA.2	BA.2	NA	Correct	BA.2
DCGC-399165|EPI_ISL_10637674|Denmark|BA.2.9|2022-02-23	BA.2.9	BA.2.9	0.000806587128214	Correct	BA.2
DCGC-400490|EPI_ISL_10677763|Denmark|BA.2.9|2022-02-26	BA.2.9	BA.2.9	0.000872483221477	Correct	BA.2
DCGC-401776|EPI_ISL_10679784|Denmark|BA.2|2022-02-27	BA.2	BA.2	NA	Correct	BA.2
DCGC-402169|EPI_ISL_10730842|Denmark|BA.2|2022-02-27	BA.2	BA.2	NA	Correct	BA.2
DCGC-402529|EPI_ISL_10731197|Denmark|BA.2|2022-02-24	BA.2	BA.2	0.000873597204489	Correct	BA.2
DCGC-402567|EPI_ISL_10731234|Denmark|BA.2|2022-02-27	BA.2	BA.2	NA	Correct	BA.2
DCGC-402593|EPI_ISL_10731260|Denmark|BA.2|2022-02-24	BA.2	BA.2	0.0478984716157	Correct	BA.2
DCGC-402902|EPI_ISL_10731567|Denmark|BA.2.9|2022-02-27	BA.2.9	BA.2.9	0.000873890830869	Correct	BA.2
DCGC-404506|EPI_ISL_10733310|Denmark|BA.2.9|2022-02-27	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-405549|EPI_ISL_10806753|Denmark|BA.2|2022-02-22	BA.2	BA.2	0.000873890830869	Correct	BA.2
DCGC-408236|EPI_ISL_10810663|Denmark|BA.2|2022-02-26	BA.2	BA.2	0.000872717508056	Correct	BA.2
DCGC-409745|EPI_ISL_10812839|Denmark|BA.2|2022-02-26	BA.2	BA.2	0.000872102773958	Correct	BA.2
DCGC-410853|EPI_ISL_10858969|Denmark|BA.2.9|2022-03-03	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-412027|EPI_ISL_10861747|Denmark|BA.2.9|2022-03-03	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-413141|EPI_ISL_10891660|Denmark|BA.2|2022-03-04	BA.2	BA.2	NA	Correct	BA.2
DCGC-413146|EPI_ISL_10891665|Denmark|BA.2|2022-03-02	BA.2	BA.2	NA	Correct	BA.2
DCGC-413241|EPI_ISL_10891760|Denmark|BA.2|2022-03-02	BA.2	BA.2	0.00302582033351	Correct	BA.2
DCGC-415820|EPI_ISL_10935068|Denmark|BA.2|2022-02-20	BA.2	BA.2	0.000873802722232	Correct	BA.2
DCGC-416346|EPI_ISL_10938617|Denmark|BA.2.9|2022-03-03	BA.2.9	BA.2.9	0.000872483221477	Correct	BA.2
DCGC-417022|EPI_ISL_10940056|Denmark|BA.2.9|2022-03-05	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-418098|EPI_ISL_10982199|Denmark|BA.2|2022-02-14	BA.2	BA.2	NA	Correct	BA.2
DCGC-420923|EPI_ISL_11026835|Denmark|BA.2|2022-01-19	BA.2	BA.2	6.78794461037e-05	Correct	BA.2
DCGC-422290|EPI_ISL_11029018|Denmark|BA.2|2022-03-08	BA.2	BA.2	NA	Correct	BA.2
DCGC-424176|EPI_ISL_11065284|Denmark|BA.2|2022-01-27	BA.2	BA.2	0.00054375531011	Correct	BA.2
DCGC-424451|EPI_ISL_11065666|Denmark|BA.2.9|2022-03-07	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-424487|EPI_ISL_11065701|Denmark|XG|2022-03-07	XG	XG	NA	Correct	XG
DCGC-424804|EPI_ISL_11113034|Denmark|BA.2|2022-03-10	BA.2	BA.2	0.026369782382	Correct	BA.2
DCGC-425064|EPI_ISL_11113292|Denmark|BA.2|2022-03-11	BA.2	BA.2	NA	Correct	BA.2
DCGC-425253|EPI_ISL_11113625|Denmark|BA.1|2022-03-07	BA.1	BA.1	0.00100857286939	Correct	BA.1
DCGC-426120|EPI_ISL_11114973|Denmark|BA.2|2022-03-11	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-426253|EPI_ISL_11115106|Denmark|BA.2|2022-03-10	BA.2	BA.2	0.000873832089803	Correct	BA.2
DCGC-426868|EPI_ISL_11116357|Denmark|BA.2|2022-03-10	BA.2	BA.2	NA	Correct	BA.2
DCGC-430925|EPI_ISL_11208209|Denmark|BA.2.9|2022-03-14	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-431454|EPI_ISL_11208732|Denmark|BA.2|2022-01-29	BA.2	BA.2	0.00134989200864	Correct	BA.2
DCGC-431508|EPI_ISL_11208785|Denmark|BA.2.9|2022-03-14	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-431777|EPI_ISL_11209052|Denmark|BA.2|2022-03-13	BA.2	BA.2	0.000872453944499	Correct	BA.2
DCGC-431826|EPI_ISL_11209101|Denmark|BA.2.9|2022-03-13	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-433332|EPI_ISL_11210721|Denmark|BA.2|2022-03-09	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-433602|EPI_ISL_11210989|Denmark|BA.2|2022-01-31	BA.2	BA.2	NA	Correct	BA.2
DCGC-433766|EPI_ISL_11211152|Denmark|BA.2|2022-03-14	BA.2	BA.2	NA	Correct	BA.2
DCGC-434273|EPI_ISL_11273962|Denmark|BA.2.9|2022-03-16	BA.2.9	BA.2.9	0.000873832089803	Correct	BA.2
DCGC-436333|EPI_ISL_11280784|Denmark|BA.2.9|2022-03-14	BA.2.9	BA.2.9	0.000873802722232	Correct	BA.2
DCGC-436580|EPI_ISL_11281432|Denmark|BA.2|2022-03-15	BA.2	BA.2	NA	Correct	BA.2
DCGC-439654|EPI_ISL_11317049|Denmark|BA.2|2022-03-12	BA.2	BA.2	NA	Correct	BA.2
DCGC-440738|EPI_ISL_11345482|Denmark|BA.2|2022-03-16	BA.2	BA.2	NA	Correct	BA.2
DCGC-441360|EPI_ISL_11346128|Denmark|BA.1.1.14|2022-03-19	BA.1.1	BA.1.1.14	NA	Incorrect	BA.1
DCGC-441846|EPI_ISL_11347008|Denmark|BA.2|2022-03-19	BA.2	BA.2	NA	Correct	BA.2
DCGC-444457|EPI_ISL_11381102|Denmark|BA.2|2022-03-17	BA.2	BA.2	0.00188216314321	Correct	BA.2
DCGC-444920|EPI_ISL_11381669|Denmark|BA.2|2022-03-17	BA.2	BA.2	0.000873567852703	Correct	BA.2
DCGC-446128|EPI_ISL_11443244|Denmark|BA.2.9|2022-03-20	BA.2.9	BA.2.9	0.0015770224474	Correct	BA.2
DCGC-446792|EPI_ISL_11443961|Denmark|BA.2.14|2022-03-20	BA.2.14	BA.2.14	NA	Correct	BA.2
DCGC-447363|EPI_ISL_11444533|Denmark|BA.2|2022-03-20	BA.2	BA.2	0.00161322847348	Correct	BA.2
DCGC-450649|EPI_ISL_11518659|Denmark|BA.2|2022-03-21	BA.2	BA.2	0.000872278323884	Correct	BA.2
DCGC-451765|EPI_ISL_11519974|Denmark|BA.2|2022-03-22	BA.2	BA.2	0.000873567852703	Correct	BA.2
DCGC-451941|EPI_ISL_11520225|Denmark|BA.2|2022-03-22	BA.2	BA.2	0.000873861459349	Correct	BA.2
DCGC-452300|EPI_ISL_11549039|Denmark|BA.2|2022-03-24	BA.2	BA.2	NA	Correct	BA.2
DCGC-453860|EPI_ISL_11554402|Denmark|BA.2|2022-03-24	BA.2	BA.2	NA	Correct	BA.2
DCGC-455423|EPI_ISL_11643949|Denmark|BA.2|2022-03-25	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-456439|EPI_ISL_11648193|Denmark|BA.2|2022-03-27	BA.2	BA.2	0.0132759721709	Correct	BA.2
DCGC-457124|EPI_ISL_11651144|Denmark|BA.2|2022-03-23	BA.2	BA.2	0.000873832089803	Correct	BA.2
DCGC-457322|EPI_ISL_11652457|Denmark|BA.2|2022-03-26	BA.2	BA.2	NA	Correct	BA.2
DCGC-457608|EPI_ISL_11653661|Denmark|BA.2.36|2022-03-27	BA.2.36	BA.2.36	NA	Correct	BA.2
DCGC-457736|EPI_ISL_11654188|Denmark|BA.2|2022-03-27	BA.2	BA.2	NA	Correct	BA.2
DCGC-458525|EPI_ISL_11721461|Denmark|BA.2.9|2022-03-28	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-458823|EPI_ISL_11721909|Denmark|BA.2|2022-03-27	BA.2	BA.2	0.000872044273017	Correct	BA.2
DCGC-459069|EPI_ISL_11722281|Denmark|BA.2|2022-03-26	BA.2	BA.2	0.00198312661759	Correct	BA.2
DCGC-459156|EPI_ISL_11722420|Denmark|BA.2.14|2022-03-28	BA.2.14	BA.2.14	NA	Correct	BA.2
DCGC-459532|EPI_ISL_11723018|Denmark|BA.2.9|2022-03-25	BA.2.9	BA.2.9	0.0198273214347	Correct	BA.2
DCGC-460302|EPI_ISL_11724204|Denmark|BA.2|2022-03-28	BA.2	BA.2	NA	Correct	BA.2
DCGC-462342|EPI_ISL_11784806|Denmark|BA.2.9|2022-03-22	BA.2.9	BA.2.9	0.000839997312009	Correct	BA.2
DCGC-462420|EPI_ISL_11784958|Denmark|BA.2.3|2022-03-30	BA.2.3	BA.2.3	0.000873802722232	Correct	BA.2
DCGC-462672|EPI_ISL_11785214|Denmark|BA.2|2022-03-28	BA.2	BA.2	0.00110749404302	Correct	BA.2
DCGC-464076|EPI_ISL_11786819|Denmark|BA.2|2022-03-22	BA.2.68	BA.2	NA	Incorrect	BA.2
DCGC-464246|EPI_ISL_11786993|Denmark|BA.2|2022-03-22	BA.2	BA.2	NA	Correct	BA.2
DCGC-464786|EPI_ISL_11787832|Denmark|BA.2.9|2022-03-30	BA.2.9	BA.2.9	0.00591517106944	Correct	BA.2
DCGC-467586|EPI_ISL_11808298|Denmark|BA.2|2022-04-01	BA.2	BA.2	NA	Correct	BA.2
DCGC-468863|EPI_ISL_11833595|Denmark|BA.2.9|2022-04-02	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-468907|EPI_ISL_11833639|Denmark|BA.2.9|2022-04-01	BA.2.9	BA.2.9	0.000873655913978	Correct	BA.2
DCGC-468988|EPI_ISL_11833719|Denmark|BA.2|2022-04-02	BA.2	BA.2	NA	Correct	BA.2
DCGC-469504|EPI_ISL_11873230|Denmark|BA.2|2022-03-31	BA.2	BA.2	0.000873802722232	Correct	BA.2
DCGC-470650|EPI_ISL_11876954|Denmark|BA.2.47|2022-03-31	BA.2.47	BA.2.47	0.0181152114001	Correct	BA.2
DCGC-471271|EPI_ISL_11878210|Denmark|BA.2|2022-03-31	BA.2	BA.2	6.72155940178e-05	Correct	BA.2
DCGC-472102|EPI_ISL_11880244|Denmark|XG|2022-04-03	XG	XG	0.073036194627	Correct	XG
DCGC-473399|EPI_ISL_11914156|Denmark|BA.2|2022-04-04	BA.2	BA.2	0.00276475943221	Correct	BA.2
DCGC-474493|EPI_ISL_11986563|Denmark|BA.2|2022-04-05	BA.2.52	BA.2	0.00168378514901	Incorrect	BA.2
DCGC-474852|EPI_ISL_11987006|Denmark|BA.2.9|2022-04-05	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-475013|EPI_ISL_11987164|Denmark|BA.2.9|2022-04-04	BA.2.9	BA.2.9	0.000873832089803	Correct	BA.2
DCGC-475135|EPI_ISL_11987382|Denmark|BA.2|2022-04-05	BA.2	BA.2	NA	Correct	BA.2
DCGC-475998|EPI_ISL_11988591|Denmark|BA.2|2022-04-05	BA.2	BA.2	NA	Correct	BA.2
DCGC-476125|EPI_ISL_11988833|Denmark|BA.2.9|2022-04-04	BA.2.9	BA.2.9	0.00131070408335	Correct	BA.2
DCGC-476889|EPI_ISL_11990552|Denmark|BA.2.9|2022-04-04	BA.2.9	BA.2.9	0.000873802722232	Correct	BA.2
DCGC-477285|EPI_ISL_11990878|Denmark|BA.2|2022-04-05	BA.2	BA.2	NA	Correct	BA.2
DCGC-477465|EPI_ISL_11991140|Denmark|BA.2|2022-04-05	BA.2	BA.2	NA	Correct	BA.2
DCGC-478306|EPI_ISL_12022710|Denmark|BA.2|2022-04-08	BA.2	BA.2	0.00181488203267	Correct	BA.2
DCGC-479338|EPI_ISL_12138041|Denmark|BA.2|2022-04-09	BA.2	BA.2	NA	Correct	BA.2
DCGC-479467|EPI_ISL_12138203|Denmark|BA.2|2022-02-03	XAG	BA.2	0.0303381906289	Incorrect	XAG
DCGC-483183|EPI_ISL_12162280|Denmark|BA.2.9|2022-04-09	BA.2.9	BA.2.9	0.000873861459349	Correct	BA.2
DCGC-483330|EPI_ISL_12162424|Denmark|BA.2.9|2022-04-10	BA.2.9	BA.2.9	NA	Correct	BA.2
DCGC-483835|EPI_ISL_12162958|Denmark|BA.2|2022-04-12	BA.2	BA.2	NA	Correct	BA.2
DCGC-484880|EPI_ISL_12164075|Denmark|BA.2.9|2022-04-12	BA.2.9	BA.2.9	0.00311996779388	Correct	BA.2
DCGC-485403|EPI_ISL_12164673|Denmark|BA.2.9|2022-04-05	BA.2.9	BA.2.9	0.000873567852703	Correct	BA.2
DCGC-486016|EPI_ISL_12165281|Denmark|BA.2|2022-04-12	BA.2	BA.2	NA	Correct	BA.2
DCGC-486057|EPI_ISL_12165322|Denmark|BA.2.9|2022-04-10	BA.2.9	BA.2.9	0.000201612903226	Correct	BA.2
DCGC-486166|EPI_ISL_12165430|Denmark|BA.2|2022-04-12	BA.2	BA.2	0.0121344537815	Correct	BA.2
DCGC-486811|EPI_ISL_12166067|Denmark|BA.2.9|2022-04-07	BA.2.9	BA.2.9	0.000873802722232	Correct	BA.2
DCGC-489046|EPI_ISL_12244519|Denmark|BA.2|2022-04-17	BA.2	BA.2	NA	Correct	BA.2
DCGC-489448|EPI_ISL_12244919|Denmark|BA.2.9|2022-04-11	BA.2.9	BA.2.9	0.0328023122941	Correct	BA.2
DCGC-489688|EPI_ISL_12245158|Denmark|BA.2|2022-04-17	BA.2	BA.2	NA	Correct	BA.2
DCGC-492648|EPI_ISL_12248100|Denmark|BA.2|2022-04-13	BA.2	BA.2	0.000806424515305	Correct	BA.2
DCGC-494337|EPI_ISL_12288107|Denmark|BA.2|2022-04-11	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-494391|EPI_ISL_12288380|Denmark|BA.2.9|2022-04-12	BA.2.9	BA.2.9	0.00225126843856	Correct	BA.2
DCGC-494710|EPI_ISL_12288953|Denmark|BA.2.9|2022-04-19	BA.2.9	BA.2.9	0.00141166980371	Correct	BA.2
DCGC-496315|EPI_ISL_12317540|Denmark|BA.2|2022-04-19	XAG	BA.2	NA	Incorrect	XAG
DCGC-498006|EPI_ISL_12342160|Denmark|BA.2|2022-04-23	BA.2	BA.2	NA	Correct	BA.2
DCGC-498225|EPI_ISL_12342615|Denmark|BA.2|2022-04-20	BA.2	BA.2	0.0305923485511	Correct	BA.2
DCGC-498445|EPI_ISL_12343250|Denmark|BA.2|2022-04-23	BA.2	BA.2	NA	Correct	BA.2
DCGC-500076|EPI_ISL_12347179|Denmark|BA.2|2022-04-06	BA.2	BA.2	NA	Correct	BA.2
DCGC-500444|EPI_ISL_12399780|Denmark|BA.2|2022-04-19	BA.2	BA.2	0.000873567852703	Correct	BA.2
DCGC-502062|EPI_ISL_12401913|Denmark|BA.2|2022-04-19	BA.2	BA.2	0.000873567852703	Correct	BA.2
DCGC-503354|EPI_ISL_12435595|Denmark|BA.2|2022-04-25	BA.2	BA.2	NA	Correct	BA.2
DCGC-504845|EPI_ISL_12473163|Denmark|BA.2.9|2022-04-26	BA.2.9	BA.2.9	0.000201592581393	Correct	BA.2
DCGC-506053|EPI_ISL_12533923|Denmark|BA.2.9|2022-04-21	BA.2.9	BA.2.9	0.00410015123509	Correct	BA.2
DCGC-506157|EPI_ISL_12534025|Denmark|BA.2|2022-04-21	BA.2	BA.2	NA	Correct	BA.2
DCGC-506943|EPI_ISL_12557047|Denmark|BA.2|2022-05-01	BA.2	BA.2	NA	Correct	BA.2
DCGC-506950|EPI_ISL_12557054|Denmark|BA.2|2022-05-01	BA.2	BA.2	NA	Correct	BA.2
DCGC-507907|EPI_ISL_12558573|Denmark|BA.2|2022-04-27	BA.2	BA.2	0.000873832089803	Correct	BA.2
DCGC-508168|EPI_ISL_12558954|Denmark|BA.2|2022-04-28	BA.2	BA.2	0.000873274443288	Correct	BA.2
DCGC-508248|EPI_ISL_12578946|Denmark|BA.2|2022-04-01	BA.2	BA.2	NA	Correct	BA.2
DCGC-509799|EPI_ISL_12609660|Denmark|BA.2|2022-05-03	BA.2	BA.2	NA	Correct	BA.2
DCGC-510019|EPI_ISL_12610055|Denmark|BA.2.12.1|2022-05-03	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
DCGC-511336|EPI_ISL_12648672|Denmark|BA.2|2022-05-03	BA.2	BA.2	0.000873538502889	Correct	BA.2
DCGC-511415|EPI_ISL_12648750|Denmark|BA.2.9|2022-05-07	BA.2.9	BA.2.9	0.00285675875513	Correct	BA.2
DCGC-512297|EPI_ISL_12701055|Denmark|BA.2|2022-05-08	BA.2	BA.2	0.00100775975008	Correct	BA.2
DCGC-512330|EPI_ISL_12701088|Denmark|BA.2.9.3|2022-05-04	BA.2.9.3	BA.2.9.3	0.00110820068507	Correct	BA.2
DCGC-514417|EPI_ISL_12750517|Denmark|BA.2|2022-05-12	BA.2	BA.2	0.000873245113186	Correct	BA.2
DCGC-514552|EPI_ISL_12750652|Denmark|BA.2.38|2022-05-12	BA.2.38	BA.2.38	0.000873861459349	Correct	BA.2
DCGC-515050|EPI_ISL_12751140|Denmark|BA.1|2021-12-13	BA.1	BA.1	NA	Correct	BA.1
DCGC-515318|EPI_ISL_12780545|Denmark|BA.2|2022-05-12	BA.2	BA.2	0.00110715963229	Correct	BA.2
DCGC-516815|EPI_ISL_12782289|Denmark|BA.2.9|2022-05-14	BA.2.9	BA.2.9	0.000873920204363	Correct	BA.2
DCGC-517506|EPI_ISL_12811725|Denmark|BA.2|2022-01-07	BA.2	BA.2	0.027522313096	Correct	BA.2
DCGC-517562|EPI_ISL_12850656|Denmark|BA.2|2022-05-01	XE	BA.2	0.000873802722232	Incorrect	XE
DCGC-520164|EPI_ISL_12994337|Denmark|BA.2.56|2022-05-21	BA.2.56	BA.2.56	0.000873567852703	Correct	BA.2
DCGC-520202|EPI_ISL_12994375|Denmark|BA.2|2022-05-10	BA.2	BA.2	0.00087260034904	Correct	BA.2
DCGC-520421|EPI_ISL_12994594|Denmark|BA.2.9|2022-05-22	BA.2.9	BA.2.9	0.00087345046528	Correct	BA.2
DCGC-520630|EPI_ISL_12994802|Denmark|BA.2|2022-05-09	BA.2	BA.2	0.00295659185593	Correct	BA.2
DCGC-521411|EPI_ISL_13030285|Denmark|BA.2.9|2022-02-18	BA.2.9	BA.2.9	0.000873832089803	Correct	BA.2
DCGC-521577|EPI_ISL_13049161|Denmark|BA.2.9|2022-05-25	BA.2.9	BA.2.9	0.000873832089803	Correct	BA.2
DCGC-522343|EPI_ISL_13049914|Denmark|BA.2|2022-05-23	BA.2	BA.2	0.000873127812479	Correct	BA.2
DCGC-523162|EPI_ISL_13067377|Denmark|BA.2|2022-05-28	BA.2.68	BA.2	0.00104187672246	Incorrect	BA.2
DCGC-523537|EPI_ISL_13067751|Denmark|BA.2|2022-05-27	BA.2	BA.2	0.00087345046528	Correct	BA.2
DCGC-526301|EPI_ISL_13201266|Denmark|BA.2.9|2022-06-05	BA.2.9	BA.2.9	0.0015453873547	Correct	BA.2
DCGC-526495|EPI_ISL_13201460|Denmark|BA.2|2022-05-31	BA.2	BA.2	0.000873920204363	Correct	BA.2
DCGC-527470|EPI_ISL_13280875|Denmark|BA.5.2|2022-06-04	BE.1.1	BA.5.2	0.000874008336695	Incorrect	BE.1
DCGC-527619|EPI_ISL_13281024|Denmark|BA.2|2022-06-07	BA.2	BA.2	0.00114702111868	Correct	BA.2
DCGC-529389|EPI_ISL_13327776|Denmark|BA.5.2|2022-06-09	BE.1.1	BA.5.2	0.00110782865583	Incorrect	BE.1
DCGC-530448|EPI_ISL_13357409|Denmark|BA.5.1|2022-06-12	BE.1.1	BA.5.1	0.000874008336695	Incorrect	BE.1
